Tipo,Município Beneficiado,Proponente,Tipo,Data de seleção,Previsto até e pós 2010,Estágio
Saneamento,Tupã,Município,Drenagem - macrodrenagem da bacia do braço direito do Córrego Afonso XIII,6/9/2010," R$ 13.520.000,00 ",Em Contratação
Saneamento,Tupã,Município,Drenagem - macrodrenagem da bacia do braço esquerdo do Córrego Afonso XIII,6/9/2010," R$ 11.404.100,00 ",Ação Preparatória
Saneamento,Ubatuba,Sabesp,"Ampliação do SAA - bairros Maranduba, Sapé, Lagoinha e Sertões",fev/07," R$ 16.964.500,00 ",Em Obra
Saneamento,Ubatuba,Sabesp,Ampliação do SES da Praia de Itamambuca,1/8/2010," R$ 7.500.000,00 ",Em licitação da obra
Saneamento,Valinhos,Município,"Ampliação do SAA no Loteamento Chácaras São Bento, Bairro Country Club - implantação de sistema de captação subterrânea, reservação e distribuição",6/7/2010," R$ 3.497.900,00 ",Em Obra
Saneamento,Valinhos,Município,"Drenagem - execução da travessia para transposição do sistema viário da Alameda Carlos de Carvalho Vieira Braga, no loteamento Chácaras Alpinas",6/9/2010," R$ 131.400,00 ",Ação Preparatória
Saneamento,Valinhos,Município,"Drenagem - execução da travessia para transposição do sistema viário da Rodovia Flavio de Carvalho, nas proximidades do Centro de Lazer do Trabalhador",6/9/2010," R$ 317.500,00 ",Ação Preparatória
Saneamento,Valinhos,Município,Drenagem - execução da travessia para transposição do sistema viário da Rodovia Comendador Guilherme Mamprim com a Avenida Dr. Bento Ferraz,6/9/2010," R$ 553.500,00 ",Ação Preparatória
Saneamento,Valinhos,Município,Drenagem - no córrego da Invernada - trecho entre o Clube Atlético Valinhense e a Rua Carlos Penteado Stevenson,6/9/2010," R$ 4.597.900,00 ",Ação Preparatória
Saneamento,Vargem Grande do Sul,Município,"Ampliação do SES - implantação da ETE Rio Verde, coletores-tronco, estação elevatória",fev/07," R$ 8.058.200,00 ",Concluída
Saneamento,Vargem Grande Paulista,Sabesp,"Ampliação do SES - Sistema Isolado do Parque do Agreste - ETE, estações elevatórias de esgotos, rede coletora, linha de recalque e coletores",1/8/2010," R$ 13.162.500,00 ",Em Obra
Saneamento,Várzea Paulista,Sabesp,Ampliação do SAA e reservação na sede municipal,1/8/2010," R$ 735.000,00 ",Ação Preparatória
Saneamento,Votuporanga,Município,Drenagem - sistema de micro e macrodenagem no Córrego Boa Vista,fev/07," R$ 1.783.000,00 ",Concluída
Saneamento - Funasa,Alambari,Município,Abastecimento de água,11/7/2010," R$ 361.100,00 ",Ação Preparatória
Saneamento - Funasa,Álvares Florence,Município,Esgotamento sanitário,set/09," R$ 187.600,00 ",Ação Preparatória
Saneamento - Funasa,Álvares Florence,Município,Esgotamento sanitário,11/7/2010," R$ 187.600,00 ",Ação Preparatória
Saneamento - Funasa,Álvares Florence,Município,Melhorias sanitárias domiciliares,11/7/2010," R$ 53.100,00 ",Ação Preparatória
Saneamento - Funasa,Amparo,Município,Melhoria da qualidade da água,set/09," R$ 1.836.000,00 ",Ação Preparatória
Saneamento - Funasa,Anhumas,Município,Apoio a catadores,out/09," R$ 281.900,00 ",Ação Preparatória
Saneamento - Funasa,Apiaí,Município,Saneamento rural,11/7/2010," R$ 378.500,00 ",Ação Preparatória
Saneamento - Funasa,Apiaí,Município,Saneamento rural,11/7/2010," R$ 598.300,00 ",Ação Preparatória
Saneamento - Funasa,Apiaí,Município,Saneamento rural,11/8/2010," R$ 302.400,00 ",Ação Preparatória
Saneamento - Funasa,Apiaí,Município,Saneamento rural,11/8/2010," R$ 468.800,00 ",Ação Preparatória
Saneamento - Funasa,Avaí,Funasa,Saneamento em áreas indígenas,set/07," R$ 79.900,00 ",Obra Concluída
Saneamento - Funasa,Avaí,Funasa,Saneamento em áreas indígenas,7/9/2010," R$ 14.200,00 ",Em Obra
Saneamento - Funasa,Avaí,Funasa,Saneamento em áreas indígenas,7/9/2010," R$ 5.000,00 ",Em Obra
Saneamento - Funasa,Avaí,Funasa,Saneamento em áreas indígenas,6/9/2010," R$ 20.300,00 ",Em Obra
Saneamento - Funasa,Avaí,Funasa,Saneamento em áreas indígenas,7/9/2010," R$ 13.700,00 ",Em Obra
Saneamento - Funasa,Avaí,Funasa,Saneamento em áreas indígenas,set/07," R$ 72.600,00 ",Obra Concluída
Saneamento - Funasa,Barão de Antonina,Funasa,Saneamento em áreas indígenas,7/9/2010," R$ 45.800,00 ",Em Obra
Saneamento - Funasa,Barão de Antonina,Funasa,Saneamento em áreas indígenas,ago/09," R$ 16.100,00 ",Em Obra
Saneamento - Funasa,Barra do Chapéu,Município,Abastecimento de água,11/7/2010," R$ 235.800,00 ",Ação Preparatória
Saneamento - Funasa,Barra do Chapéu,Município,Saneamento rural,ago/09," R$ 515.000,00 ",Em Contratação
Saneamento - Funasa,Bom Jesus dos Perdões,Município,Abastecimento de água,dez/09," R$ 2.392.000,00 ",Ação Preparatória
Saneamento - Funasa,Bom Sucesso de Itararé,Município,Abastecimento de água,11/7/2010," R$ 361.800,00 ",Ação Preparatória
Saneamento - Funasa,Caiuá,Município,Saneamento rural,11/8/2010," R$ 157.500,00 ",Ação Preparatória
Saneamento - Funasa,Caiuá,Município,Saneamento rural,11/8/2010," R$ 527.200,00 ",Ação Preparatória
Saneamento - Funasa,Cananéia,Funasa,Saneamento em áreas indígenas,set/09," R$ 36.600,00 ",Em Obra
Saneamento - Funasa,Cananéia,Funasa,Saneamento em áreas indígenas,out/09," R$ 42.100,00 ",Em Obra
Saneamento - Funasa,Cananéia,Funasa,Saneamento em áreas indígenas,6/9/2010," R$ 45.800,00 ",Em Obra
Saneamento - Funasa,Cananéia,Município,Saneamento em áreas quilombolas,11/7/2010," R$ 57.300,00 ",Ação Preparatória
Saneamento - Funasa,Cunha,Município,Esgotamento sanitário,7/9/2010," R$ 153.900,00 ",Em Obra
Saneamento - Funasa,Dois Córregos,Município,Apoio a catadores,out/09," R$ 230.400,00 ",Ação Preparatória
Saneamento - Funasa,Eldorado,Município,Saneamento em áreas quilombolas,ago/09," R$ 730.000,00 ",Ação Preparatória
Saneamento - Funasa,Eldorado,Município,Saneamento em áreas quilombolas,11/7/2010," R$ 764.200,00 ",Ação Preparatória
Saneamento - Funasa,Eldorado,Município,Saneamento rural,11/7/2010," R$ 316.200,00 ",Ação Preparatória
Saneamento - Funasa,Eldorado,Município,Saneamento rural,11/7/2010," R$ 461.800,00 ",Ação Preparatória
Saneamento - Funasa,Eldorado,Município,Saneamento rural,11/8/2010," R$ 14.300,00 ",Ação Preparatória
Saneamento - Funasa,Eldorado,Município,Saneamento rural,11/8/2010," R$ 18.500,00 ",Ação Preparatória
Saneamento - Funasa,Estrela d’Oeste,Município,Abastecimento de água,11/7/2010," R$ 89.200,00 ",Ação Preparatória
Saneamento - Funasa,Estrela d’Oeste,Município,Esgotamento sanitário,11/7/2010," R$ 310.800,00 ",Ação Preparatória
Saneamento - Funasa,Estrela d’Oeste,Município,Melhorias sanitárias domiciliares,11/7/2010," R$ 215.600,00 ",Ação Preparatória
Saneamento - Funasa,Euclides da Cunha,Município,Saneamento rural,11/8/2010," R$ 771.700,00 ",Ação Preparatória
Saneamento - Funasa,Euclides da Cunha,Município,Saneamento rural,11/8/2010," R$ 549.500,00 ",Ação Preparatória
Saneamento - Funasa,Guaiçara,Município,Abastecimento de água,11/7/2010," R$ 568.800,00 ",Ação Preparatória
Saneamento - Funasa,Guaiçara,Município,Esgotamento sanitário,11/7/2010," R$ 1.746.700,00 ",Obra Concluída
Saneamento - Funasa,Guaiçara,Município,Melhorias sanitárias domiciliares,11/7/2010," R$ 203.000,00 ",Ação Preparatória
Saneamento - Funasa,Guararema,Município,Esgotamento sanitário,dez/09," R$ 2.739.100,00 ",Ação Preparatória
Saneamento - Funasa,Guareí,Município,Resíduos sólidos,11/7/2010," R$ 103.000,00 ",Obra Concluída
Saneamento - Funasa,Iepê,Município,Abastecimento de água,11/7/2010," R$ 55.200,00 ",Ação Preparatória
Saneamento - Funasa,Iporanga,Município,Saneamento em áreas quilombolas,11/7/2010," R$ 882.700,00 ",Ação Preparatória
Saneamento - Funasa,Irapuru,Município,Abastecimento de água,11/7/2010," R$ 412.800,00 ",Ação Preparatória
Saneamento - Funasa,Itanhaém,Funasa,Saneamento em áreas indígenas,7/9/2010," R$ 36.300,00 ",Em Obra
Saneamento - Funasa,Itanhaém,Funasa,Saneamento em áreas indígenas,set/07," R$ 10.700,00 ",Obra Concluída
Saneamento - Funasa,Itaóca,Município,Abastecimento de água,11/7/2010," R$ 350.000,00 ",Ação Preparatória
Saneamento - Funasa,Itaóca,Município,Saneamento rural,ago/09," R$ 515.000,00 ",Em Contratação
Saneamento - Funasa,Itapecerica da Serra,Município,Apoio a catadores,out/09," R$ 1.029.900,00 ",Ação Preparatória
Saneamento - Funasa,Itapirapuã Paulista,Município,Saneamento rural,ago/09," R$ 515.000,00 ",Em Contratação
Saneamento - Funasa,Itapura,Município,Esgotamento sanitário,11/7/2010," R$ 204.200,00 ",Em Obra
Saneamento - Funasa,Itariri,Município,Abastecimento de água,11/7/2010," R$ 115.200,00 ",Ação Preparatória
Saneamento - Funasa,Itariri,Município,Esgotamento sanitário,set/09," R$ 2.244.500,00 ",Ação Preparatória
Saneamento - Funasa,Itariri,Município,Esgotamento sanitário,11/7/2010," R$ 1.924.700,00 ",Ação Preparatória
Saneamento - Funasa,Itariri,Município,Melhorias sanitárias domiciliares,11/7/2010," R$ 200.000,00 ",Ação Preparatória
Saneamento - Funasa,João Ramalho,Município,Abastecimento de água,11/7/2010," R$ 361.700,00 ",Ação Preparatória
Saneamento - Funasa,João Ramalho,Município,Esgotamento sanitário,11/7/2010," R$ 618.600,00 ",Ação Preparatória
Saneamento - Funasa,João Ramalho,Município,Melhorias sanitárias domiciliares,11/7/2010," R$ 206.800,00 ",Ação Preparatória
Saneamento - Funasa,Jumirim,Município,Abastecimento de água,11/7/2010," R$ 355.900,00 ",Ação Preparatória
Saneamento - Funasa,Juquitiba,Município,Abastecimento de água,set/09," R$ 3.120.000,00 ",Ação Preparatória
Saneamento - Funasa,Laranjal Paulista,Município,Abastecimento de água,set/09," R$ 1.510.000,00 ",Ação Preparatória
Saneamento - Funasa,Lavrinhas,Município,Abastecimento de água,11/7/2010," R$ 191.200,00 ",Ação Preparatória
Saneamento - Funasa,Lindóia,Município,Abastecimento de água,11/7/2010," R$ 518.400,00 ",Ação Preparatória
Saneamento - Funasa,Lucélia,Município,Melhorias sanitárias domiciliares,set/09," R$ 303.500,00 ",Ação Preparatória
Saneamento - Funasa,Marabá Paulista,Município,Saneamento rural,11/8/2010," R$ 659.000,00 ",Ação Preparatória
Saneamento - Funasa,Marabá Paulista,Município,Saneamento rural,11/8/2010," R$ 499.900,00 ",Ação Preparatória
Saneamento - Funasa,Martinópolis,Município,Saneamento rural,11/8/2010," R$ 252.000,00 ",Ação Preparatória
Saneamento - Funasa,Martinópolis,Município,Saneamento rural,11/8/2010," R$ 598.200,00 ",Ação Preparatória
Saneamento - Funasa,Mirante do Paranapanema,Município,Saneamento rural,11/8/2010," R$ 545.900,00 ",Ação Preparatória
Saneamento - Funasa,Mirante do Paranapanema,Município,Saneamento rural,11/8/2010," R$ 1.707.300,00 ",Em Contratação
Saneamento - Funasa,Mirante do Paranapanema,Município,Saneamento rural,ago/09," R$ 466.400,00 ",Ação Preparatória
Saneamento - Funasa,Mococa,Município,Melhorias sanitárias domiciliares,7/9/2010," R$ 30.800,00 ",Em Obra
Saneamento - Funasa,Mongaguá,Funasa,Saneamento em áreas indígenas,7/9/2010," R$ 58.200,00 ",Em Obra
Saneamento - Funasa,Mongaguá,Funasa,Saneamento em áreas indígenas,7/9/2010," R$ 8.100,00 ",Obra Concluída
Saneamento - Funasa,Mongaguá,Funasa,Saneamento em áreas indígenas,set/07," R$ 3.600,00 ",Obra Concluída
Saneamento - Funasa,Monte Aprazível,Município,Esgotamento sanitário,out/09," R$ 476.300,00 ",Ação Preparatória
Saneamento - Funasa,Nhandeara,Município,Esgotamento sanitário,set/09," R$ 1.061.900,00 ",Ação Preparatória
Saneamento - Funasa,Nova Campina,Município,Abastecimento de água,11/7/2010," R$ 348.100,00 ",Ação Preparatória
Saneamento - Funasa,Nova Independência,Município,Esgotamento sanitário,11/7/2010," R$ 925.900,00 ",Ação Preparatória
Saneamento - Funasa,Nova Independência,Município,Melhorias sanitárias domiciliares,11/7/2010," R$ 100.000,00 ",Ação Preparatória
Saneamento - Funasa,Novo Horizonte,Município,Apoio a catadores,out/09," R$ 282.900,00 ",Ação Preparatória
Saneamento - Funasa,Pariquera-Açu,Município,Esgotamento sanitário,7/9/2010," R$ 161.000,00 ",Em Obra
Saneamento - Funasa,Pariquera-Açu,Funasa,Saneamento em áreas indígenas,7/9/2010," R$ 28.900,00 ",Em Obra
Saneamento - Funasa,Pedra Bela,Município,Esgotamento sanitário,11/7/2010," R$ 738.000,00 ",Ação Preparatória
Saneamento - Funasa,Peruíbe,Funasa,Saneamento em áreas indígenas,ago/09," R$ 158.600,00 ",Em Obra
Saneamento - Funasa,Peruíbe,Funasa,Saneamento em áreas indígenas,7/9/2010," R$ 89.500,00 ",Em Obra
Saneamento - Funasa,Peruíbe,Funasa,Saneamento em áreas indígenas,7/9/2010," R$ 16.100,00 ",Em Obra
Saneamento - Funasa,Peruíbe,Funasa,Saneamento em áreas indígenas,7/9/2010," R$ 10.300,00 ",Em Obra
Saneamento - Funasa,Porto Ferreira,Município,Abastecimento de água,set/09," R$ 2.100.500,00 ",Ação Preparatória
Saneamento - Funasa,Pracinha,Município,Melhorias sanitárias domiciliares,11/7/2010," R$ 202.100,00 ",Ação Preparatória
Saneamento - Funasa,Presidente Epitácio,Município,Saneamento rural,11/8/2010," R$ 1.227.800,00 ",Ação Preparatória
Saneamento - Funasa,Presidente Epitácio,Município,Saneamento rural,11/8/2010," R$ 2.079.000,00 ",Ação Preparatória
Saneamento - Funasa,Presidente Venceslau,Município,Abastecimento de água,set/09," R$ 1.059.700,00 ",Ação Preparatória
Saneamento - Funasa,Quatá,Município,Abastecimento de água,set/09," R$ 2.020.000,00 ",Ação Preparatória
Saneamento - Funasa,Queluz,Município,Abastecimento de água,11/7/2010," R$ 38.100,00 ",Ação Preparatória
Saneamento - Funasa,Queluz,Município,Esgotamento sanitário,11/7/2010," R$ 1.500.000,00 ",Ação Preparatória
Saneamento - Funasa,Rancharia,Município,Saneamento rural,11/8/2010," R$ 519.500,00 ",Ação Preparatória
Saneamento - Funasa,Rancharia,Município,Saneamento rural,11/8/2010," R$ 1.953.000,00 ",Ação Preparatória
Saneamento - Funasa,Ribeira,Município,Abastecimento de água,11/7/2010," R$ 296.100,00 ",Ação Preparatória
Saneamento - Funasa,Ribeira,Município,Esgotamento sanitário,11/7/2010," R$ 571.700,00 ",Ação Preparatória
Saneamento - Funasa,Ribeira,Município,Melhorias sanitárias domiciliares,11/7/2010," R$ 213.800,00 ",Ação Preparatória
Saneamento - Funasa,Riversul,Município,Abastecimento de água,11/7/2010," R$ 225.700,00 ",Ação Preparatória
Saneamento - Funasa,Santa Lúcia,Município,Apoio a catadores,out/09," R$ 390.000,00 ",Ação Preparatória
Saneamento - Funasa,Santo André,Município,Resíduos sólidos,11/7/2010," R$ 24.100,00 ",Em Obra
Saneamento - Funasa,Santo Antônio do Pinhal,Município,Abastecimento de água,set/09," R$ 99.700,00 ",Ação Preparatória
Saneamento - Funasa,Santo Antônio do Pinhal,Município,Esgotamento sanitário,set/09," R$ 395.000,00 ",Ação Preparatória
Saneamento - Funasa,São Paulo,Funasa,Saneamento em áreas indígenas,ago/09," R$ 38.500,00 ",Em Obra
Saneamento - Funasa,São Paulo,Funasa,Saneamento em áreas indígenas,6/9/2010," R$ 44.100,00 ",Em Obra
Saneamento - Funasa,São Paulo,Funasa,Saneamento em áreas indígenas,set/07," R$ 11.900,00 ",Obra Concluída
Saneamento - Funasa,São Paulo,Funasa,Saneamento em áreas indígenas,ago/09," R$ 33.300,00 ",Em Obra
Saneamento - Funasa,São Paulo,Funasa,Saneamento em áreas indígenas,6/9/2010," R$ 129.100,00 ",Em Obra
Saneamento - Funasa,São Sebastião da Grama,Município,Abastecimento de água,out/09," R$ 103.100,00 ",Ação Preparatória
Saneamento - Funasa,São Sebastião,Funasa,Saneamento em áreas indígenas,set/09," R$ 29.000,00 ",Em Obra
Saneamento - Funasa,Sebastianópolis do Sul,Município,Abastecimento de água,11/7/2010," R$ 350.000,00 ",Ação Preparatória
Saneamento - Funasa,Suzanápolis,Município,Abastecimento de água,11/7/2010," R$ 240.000,00 ",Ação Preparatória
Saneamento - Funasa,Suzanápolis,Município,Esgotamento sanitário,11/7/2010," R$ 100.000,00 ",Ação Preparatória
Saneamento - Funasa,Suzanápolis,Município,Melhorias sanitárias domiciliares,11/7/2010," R$ 180.000,00 ",Ação Preparatória
Saneamento - Funasa,Tejupá,Município,Abastecimento de água,11/7/2010," R$ 351.700,00 ",Ação Preparatória
Saneamento - Funasa,Teodoro Sampaio,Município,Saneamento rural,11/8/2010," R$ 952.900,00 ",Ação Preparatória
Saneamento - Funasa,Teodoro Sampaio,Município,Saneamento rural,11/8/2010," R$ 813.100,00 ",Ação Preparatória
Saneamento - Funasa,Ubatuba,Funasa,Saneamento em áreas indígenas,7/9/2010," R$ 26.000,00 ",Em Obra
Saneamento - Funasa,Ubatuba,Funasa,Saneamento em áreas indígenas,mai/08," R$ 15.000,00 ",Obra Concluída
Saneamento - Funasa,União Paulista,Município,Melhorias sanitárias domiciliares,11/7/2010," R$ 206.000,00 ",Ação Preparatória
Saneamento - Funasa,Uru,Município,Esgotamento sanitário,out/09," R$ 559.000,00 ",Ação Preparatória
Saneamento - Funasa,Zacarias,Município,Abastecimento de água,11/7/2010," R$ 312.400,00 ",Ação Preparatória
Habitação,Adamantina,Município,Elaboração de Plano Local de Habitação,set/09," R$ 73.100,00 ",Ações Preparatórias
Habitação,Adolfo,Município,Provisão Habitacional - Jardim dos Laranjais,1/8/2010," R$ 444.700,00 ",Ações Preparatórias
Habitação,Águas de Lindóia,Município,Assistência Técnica - sede do município,1/8/2010," R$ 41.200,00 ",Em licitação da obra
Habitação,Águas de Lindóia,Município,Elaboração de Plano Local de Habitação,set/07," R$ 30.900,00 ",Concluída
Habitação,Altinópolis,Município,Provisão Habitacional - Alto da Santa Cruz,1/8/2010," R$ 529.500,00 ",Em Obra
Habitação,Álvares Machado,Município,Elaboração de Plano Local de Habitação,set/07," R$ 26.200,00 ",Ações Preparatórias
Habitação,Americana,Município,Assistência Técnica - sede do município,set/07," R$ 35.800,00 ",Em licitação da obra
Habitação,Americana,Município,Elaboração de Plano Local de Habitação,set/07," R$ 71.700,00 ",Concluída
Habitação,Americana,Entidade,Produção Social da Moradia - Construção de unidades habitacionais,abr/09," R$ 1.876.500,00 ",Não Contratado
Habitação,Americana,Município,Provisão Habitacional - Jardim dos Lírios,1/8/2010," R$ 545.100,00 ",Ações Preparatórias
Habitação,Americana,Município,"Urbanização - Jardim Novo Horizonte, Parque da Liberdade",set/07," R$ 2.037.600,00 ",Em Obra
Habitação,Américo de Campos,Município,Provisão Habitacional - Rua Paulo e Rua Paulo Malavazi,1/8/2010," R$ 458.100,00 ",Ações Preparatórias
Habitação,Amparo,Município,Assistência Técnica - sede do município,set/07," R$ 36.900,00 ",Ações Preparatórias
Habitação,Amparo,Município,Elaboração de Plano Local de Habitação,set/07," R$ 70.500,00 ",Em Execução
Habitação,Amparo,Município,Provisão Habitacional - Área da COHAB Bandeirantes,1/8/2010," R$ 964.600,00 ",Em licitação da obra
Habitação,Amparo,Município,Urbanização - Assentamento Planalto da Serra,11/9/2010," R$ 4.634.800,00 ",Não Contratado
Habitação,Amparo,Município,Urbanização - Jardim Jaguari e Vila das Pedras,set/07," R$ 2.737.600,00 ",Em Obra
Habitação,Andradina,Município,Assistência Técnica - sede do município,1/8/2010," R$ 32.900,00 ",Ações Preparatórias
Habitação,Andradina,Município,Elaboração de Plano Local de Habitação,set/09," R$ 68.100,00 ",Ações Preparatórias
Habitação,Andradina,Município,Provisão Habitacional - Bairro Pereira Jordão,1/8/2010," R$ 621.400,00 ",Ações Preparatórias
Habitação,Anhembi,Município,Provisão Habitacional - Construção de 12 unidades habitacionais na zona urbana,1/8/2010," R$ 244.200,00 ",Em Obra
Habitação,Aparecida d'Oeste,Município,Provisão Habitacional - Construção de 25 unidades habitacionais na sede do município,1/8/2010," R$ 481.500,00 ",Em Obra
Habitação,Araçariguama,Município,Assistência Técnica - sede do município,set/07," R$ 20.600,00 ",Ações Preparatórias
Habitação,Araçariguama,Município,Elaboração de Plano Local de Habitação,set/07," R$ 30.900,00 ",Em Execução
Habitação,Araçatuba,Município,Elaboração de Plano Local de Habitação,set/09," R$ 73.100,00 ",Ações Preparatórias
Habitação,Araraquara,Município,Elaboração de Plano Local de Habitação,set/07," R$ 70.400,00 ",Concluída
Habitação,Araraquara,Município,Urbanização - Bairros Jardim Adalberto Roxo I  e Parque das Hortências,set/07," R$ 6.121.300,00 ",Em Obra
Habitação,Araras,Município,Elaboração de Plano Local de Habitação,1/8/2010," R$ 76.400,00 ",Em Execução
Habitação,Arujá,Município,Assistência Técnica - Jardim Emília,1/8/2010," R$ 47.800,00 ",Ações Preparatórias
Habitação,Arujá,Município,Assistência Técnica - Jardim Emília,1/8/2010," R$ 47.800,00 ",Ações Preparatórias
Habitação,Arujá,Município,Assistência Técnica - sede do município,set/07," R$ 24.000,00 ",Ações Preparatórias
Habitação,Arujá,Município,Elaboração de Plano Local de Habitação,set/07," R$ 71.800,00 ",Concluída
Habitação,Assis,Município,"Assistência Técnica - Jardim Eldorado,",set/07," R$ 47.800,00 ",Ações Preparatórias
Habitação,Assis,Município,Elaboração de Plano Local de Habitação,set/07," R$ 71.700,00 ",Ações Preparatórias
Habitação,Assis,Município,Provisão Habitacional - Favela Bom Pastor,1/8/2010," R$ 625.100,00 ",Ações Preparatórias
Habitação,Assis,Município,Provisão Habitacional - Favela Bom Pastor,set/07," R$ 442.200,00 ",Ações Preparatórias
Habitação,Atibaia,Município,Assistência Técnica - sede do município,set/07," R$ 23.800,00 ",Em Execução
Habitação,Atibaia,Município,Assistência Técnica - sede do município,set/07," R$ 23.800,00 ",Em Execução
Habitação,Atibaia,Município,Elaboração de Plano Local de Habitação,set/07," R$ 80.600,00 ",Concluída
Habitação,Atibaia,Município,"Urbanização - Caetetuba, Jardim Estância",set/07," R$ 6.776.300,00 ",Ações Preparatórias
Habitação,Atibaia,Município,Urbanização - Vila São José,set/07," R$ 11.148.300,00 ",Ações Preparatórias
Habitação,Auriflama,Município,Provisão Habitacional - sede do município,1/8/2010," R$ 512.700,00 ",Ações Preparatórias
Habitação,Avaré,Município,Assistência Técnica - sede do município,set/07," R$ 47.800,00 ",Ações Preparatórias
Habitação,Barão de Antonina,Município,Provisão Habitacional - Construção de unidades habitacionais para baixa renda,1/8/2010," R$ 371.100,00 ",Em Obra
Habitação,Bariri,Município,Elaboração de Plano Local de Habitação,set/09," R$ 62.600,00 ",Ações Preparatórias
Habitação,Barra Bonita,Município,Assistência Técnica - sede do município,set/07," R$ 47.800,00 ",Ações Preparatórias
Habitação,Barra Bonita,Município,Elaboração de Plano Local de Habitação,set/07," R$ 73.400,00 ",Em Execução
Habitação,Barra do Turvo,Município,Elaboração de Plano Local de Habitação,set/07," R$ 30.900,00 ",Ações Preparatórias
Habitação,Barretos,Município,Elaboração de Plano Local de Habitação,1/8/2010," R$ 66.500,00 ",Em licitação da obra
Habitação,Barretos,Município,Provisão Habitacional - Bairro Dom Bosco,set/07," R$ 1.810.500,00 ",Concluída
Habitação,Barretos,Município,Provisão Habitacional - Santa Cecília,1/8/2010," R$ 630.100,00 ",Em Obra
Habitação,Bastos,Município,Assistência Técnica - Favelas do Beira Rio,set/07," R$ 30.900,00 ",Ações Preparatórias
Habitação,Bauru,Município,Assistência Técnica - sede do município,1/8/2010," R$ 32.600,00 ",Em Execução
Habitação,Bauru,Município,Assistência Técnica - sede do município,1/8/2010," R$ 32.600,00 ",Em Execução
Habitação,Bauru,Município,Assistência Técnica - sede do município,1/8/2010," R$ 33.700,00 ",Em Execução
Habitação,Bauru,Município,Assistência Técnica - sede do município,1/8/2010," R$ 32.600,00 ",Em Execução
Habitação,Bauru,Município,Assistência Técnica - sede do município,1/8/2010," R$ 32.800,00 ",Em Execução
Habitação,Bauru,Município,Elaboração de Plano Local de Habitação,set/07," R$ 71.700,00 ",Em licitação da obra
Habitação,Bauru,Município,Provisão Habitacional - Favela Parque Real,1/8/2010," R$ 1.132.300,00 ",Em licitação da obra
Habitação,Bebedouro,Município,Elaboração de Plano Local de Habitação,set/09," R$ 66.200,00 ",Ações Preparatórias
Habitação,Bertioga,Município,Elaboração de Plano Local de Habitação,set/07," R$ 71.700,00 ",Em licitação da obra
Habitação,Bertioga,Estado,Urbanização - Vicente Carvalho II,6/7/2010," R$ 33.503.500,00 ",Em Obra
Habitação,Birigui,Município,Assistência Técnica - sede do município,set/07," R$ 27.400,00 ",Ações Preparatórias
Habitação,Birigui,Município,Elaboração de Plano Local de Habitação,1/8/2010," R$ 65.100,00 ",Ações Preparatórias
Habitação,Birigui,Município,Provisão Habitacional - sede do município,1/8/2010," R$ 720.200,00 ",Ações Preparatórias
Habitação,Biritiba-Mirim,Município,Elaboração de Plano Local de Habitação,set/09," R$ 62.600,00 ",Ações Preparatórias
Habitação,Boituva,Município,Elaboração de Plano Local de Habitação,1/8/2010," R$ 61.700,00 ",Em Execução
Habitação,Bom Jesus dos Perdões,Município,Provisão Habitacional - Parque Hortência,1/8/2010," R$ 514.800,00 ",Ações Preparatórias
Habitação,Borborema,Município,Provisão Habitacional - Conjunto Habitacional Maria Lopes Biasotto,1/8/2010," R$ 464.400,00 ",Em Obra
Habitação,Bragança Paulista,Município,Assistência Técnica - sede do município,set/07," R$ 47.800,00 ",Em licitação da obra
Habitação,Bragança Paulista,Município,Assistência Técnica - sede do município,set/07," R$ 35.800,00 ",Em Execução
Habitação,Bragança Paulista,Município,Elaboração de Plano Local de Habitação,set/07," R$ 72.300,00 ",Em Execução
Habitação,Bragança Paulista,Município,Provisão Habitacional - Conjunto Habitacional ACOHAB I,set/07," R$ 2.591.300,00 ",Em Obra
Habitação,Caçapava,Município,Provisão Habitacional - Assentamento da Vila Paraíso,1/8/2010," R$ 568.900,00 ",Em Obra
Habitação,Cachoeira Paulista,Município,Assistência Técnica - sede do município,1/8/2010," R$ 41.200,00 ",Ações Preparatórias
Habitação,Cachoeira Paulista,Município,Elaboração de Plano Local de Habitação,1/8/2010," R$ 61.800,00 ",Em licitação da obra
Habitação,Cachoeira Paulista,Município,Requalificação de Imóveis - Turma 26,1/8/2010," R$ 514.800,00 ",Ações Preparatórias
Habitação,Caieiras,Município,Elaboração de Plano Local de Habitação,set/07," R$ 73.600,00 ",Em Execução
Habitação,Cajamar,Município,Elaboração de Plano Local de Habitação,set/09," R$ 81.400,00 ",Ações Preparatórias
Habitação,Cajamar,Entidade,Produção Social da Moradia - Construção de unidades habitacionais,abr/09," R$ 1.583.600,00 ",Não Contratado
Habitação,Cajati,Município,Elaboração de Plano Local de Habitação,set/09," R$ 62.600,00 ",Ações Preparatórias
Habitação,Cajobi,Município,Assistência Técnica - sede do município,1/8/2010," R$ 30.900,00 ",Ações Preparatórias
Habitação,Campinas,Município,Assistência Técnica - sede do município,set/07," R$ 51.900,00 ",Ações Preparatórias
Habitação,Campinas,Município,Provisão Habitacional - Vilas do Taubaté,1/8/2010," R$ 2.730.600,00 ",Ações Preparatórias
Habitação,Campo Limpo Paulista,Município,Elaboração de Plano Local de Habitação,set/07," R$ 72.000,00 ",Em Execução
